"# Table S1: Curated Microvirus Genomes, plus additional Obscuriviridae",,,,,,,,,,,
Genome designation,Reported Source,Source Attribution for Analyses,GC content,Sequence Length (nt),Phylum,Class,Order,Family,Genus,Genus CRISPR prediction,CRISPR Prediction Correct?
Family3_GokushovirinaeA_MH616983,Minnow tissue,Marine fish,50,4591,,,,,,,
Family3_GokushovirinaeA_MH616985,Minnow tissue,Marine fish,61,4644,,,,,,,
Family3_GokushovirinaeA_MH616994,Minnow tissue,Marine fish,43,4441,,,,,,,
Family3_GokushovirinaeA_MH616995,Minnow tissue,Marine fish,45,4172,,,,,,,
Family3_GokushovirinaeA_MH616998,Minnow tissue,Marine fish,55,4397,,,,,,,
Family3_GokushovirinaeA_MH617008,Minnow tissue,Marine fish,45,4635,,,,,,,
Family3_GokushovirinaeA_MH617010,Minnow tissue,Marine fish,47,4821,,,,,,,
Family3_GokushovirinaeA_MH617023,Minnow tissue,Marine fish,58,4490,,,,,,,
Family3_GokushovirinaeA_MH617025,Minnow tissue,Marine fish,46,4344,,,,,,,
Family3_GokushovirinaeA_MH617029,Minnow tissue,Marine fish,44,4408,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617037,Minnow tissue,Marine fish,48,4384,,,,,,,
Family3_GokushovirinaeA_MH617039,Minnow tissue,Marine fish,50,4442,,,,,,,
Family3_GokushovirinaeA_MH617044,Minnow tissue,Marine fish,50,4697,,,,,,,
Family3_GokushovirinaeA_MH617045,Minnow tissue,Marine fish,57,4520,,,,,,,
Family3_GokushovirinaeA_MH617049,Minnow tissue,Marine fish,42,4541,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter,n/a
Family3_GokushovirinaeA_MH617052,Minnow tissue,Marine fish,62,4399,,,,,,,
Family3_GokushovirinaeA_MH617057,Minnow tissue,Marine fish,49,4610,,,,,,,
Family3_GokushovirinaeA_MH617066,Minnow tissue,Marine fish,48,4633,,,,,,,
Family3_GokushovirinaeA_MH617074,Minnow tissue,Marine fish,61,4397,,,,,,,
Family3_GokushovirinaeA_MH617076,Minnow tissue,Marine fish,56,4857,,,,,,,
Family3_GokushovirinaeA_MH617083,Minnow tissue,Marine fish,42,4712,,,,,,,
Family3_GokushovirinaeA_MH617086,Minnow tissue,Marine fish,50,4305,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecohloris,Prosthecochloris,n/a
Family3_GokushovirinaeA_MH617087,Minnow tissue,Marine fish,49,4250,,,,,,,
Family3_GokushovirinaeA_MH617088,Minnow tissue,Marine fish,45,4355,,,,,,,
Family3_GokushovirinaeA_MH617089,Minnow tissue,Marine fish,36,4493,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617093,Minnow tissue,Marine fish,61,4546,,,,,,,
Family3_GokushovirinaeA_MH617099,Minnow tissue,Marine fish,51,4904,,,,,,,
Family3_GokushovirinaeA_MH617100,Haddock tissue,Marine fish,40,4332,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617102,Minnow tissue,Marine fish,47,4644,,,,,,,
Family3_GokushovirinaeA_MH617103,Minnow tissue,Marine fish,53,4381,,,,,,,
Family3_GokushovirinaeA_MH617105,Minnow tissue,Marine fish,51,4492,,,,,,,
Family3_GokushovirinaeA_MH617107,Minnow tissue,Marine fish,51,4546,,,,,,,
Family3_GokushovirinaeA_MH617108,Minnow tissue,Marine fish,56,4297,,,,,,,
Family3_GokushovirinaeA_MH617113,Minnow tissue,Marine fish,46,4838,,,,,,,
Family3_GokushovirinaeA_MH617123,Red snapper,Marine fish,39,4229,,,,,,,
Family3_GokushovirinaeA_MH617124,Minnow tissue,Marine fish,59,4559,,,,,,,
Family3_GokushovirinaeA_MH617126,Minnow tissue,Marine fish,43,4335,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter,n/a
Family3_GokushovirinaeA_MH617127,Minnow tissue,Marine fish,51,4420,,,,,,,
Family3_GokushovirinaeA_MH617132,Minnow tissue,Marine fish,57,4408,,,,,,,
Family3_GokushovirinaeA_MH617133,Minnow tissue,Marine fish,47,4898,,,,,,,
Family3_GokushovirinaeA_MH617134,Minnow tissue,Marine fish,48,4662,,,,,,,
Family3_GokushovirinaeA_MH617141,Minnow tissue,Marine fish,42,4433,,,,,,,
Family3_GokushovirinaeA_MH617146,Red snapper,Marine fish,42,4241,,,,,,,
Family3_GokushovirinaeA_MH617149,Minnow tissue,Marine fish,50,4655,,,,,,,
Family3_GokushovirinaeA_MH617153,Minnow tissue,Marine fish,49,4735,,,,,,,
Family3_GokushovirinaeA_MH617156,Minnow tissue,Marine fish,43,4460,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617157,Red snapper,Marine fish,45,4080,,,,,,,
Family3_GokushovirinaeA_MH617158,Minnow tissue,Marine fish,45,4599,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas,n/a
Family3_GokushovirinaeA_MH617159,Minnow tissue,Marine fish,62,4487,,,,,,,
Family3_GokushovirinaeA_MH617161,Minnow tissue,Marine fish,53,4603,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617163,Minnow tissue,Marine fish,51,4469,,,,,,,
Family3_GokushovirinaeA_MH617174,Red snapper,Marine fish,50,4335,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617175,Minnow tissue,Marine fish,46,4583,,,,,,,
Family3_GokushovirinaeA_MH617179,Minnow tissue,Marine fish,47,4424,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617181,Minnow tissue,Marine fish,52,4830,,,,,,,
Family3_GokushovirinaeA_MH617189,Minnow tissue,Marine fish,49,4380,,,,,,,
Family3_GokushovirinaeA_MH617201,Red snapper,Marine fish,36,4029,,,,,,,
Family3_GokushovirinaeA_MH617204,Minnow tissue,Marine fish,52,4580,,,,,,,
Family3_GokushovirinaeA_MH617205,Minnow tissue,Marine fish,46,4247,,,,,,,
Family3_GokushovirinaeA_MH617210,Minnow tissue,Marine fish,61,4536,,,,,,,
Family3_GokushovirinaeA_MH617213,Macaque,Primate,38,4938,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas,n/a
Family3_GokushovirinaeA_MH617216,Minnow tissue,Marine fish,42,4484,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira,n/a
Family3_GokushovirinaeA_MH617218,Minnow tissue,Marine fish,45,4410,,,,,,,
Family3_GokushovirinaeA_MH617222,Minnow tissue,Marine fish,49,4652,,,,,,,
Family3_GokushovirinaeA_MH617225,Minnow tissue,Marine fish,58,4140,,,,,,,
Family3_GokushovirinaeA_MH617227,Minnow tissue,Marine fish,58,4273,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617237,Minnow tissue,Marine fish,49,4891,,,,,,,
Family3_GokushovirinaeA_MH617239,Minnow tissue,Marine fish,55,4288,,,,,,,
Family3_GokushovirinaeA_MH617247,Minnow tissue,Marine fish,43,4208,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella,n/a
Family3_GokushovirinaeA_MH617249,Red snapper,Marine fish,49,4238,,,,,,,
Family3_GokushovirinaeA_MH617250,Red snapper,Marine fish,40,4126,,,,,,,
Family3_GokushovirinaeA_MH617254,Minnow tissue,Marine fish,48,4626,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,n/a
Family3_GokushovirinaeA_MH617257,Minnow tissue,Marine fish,42,4546,,,,,,,
Family3_GokushovirinaeA_MH617260,Minnow tissue,Marine fish,44,4485,,,,,,,
Family3_GokushovirinaeA_MH617265,Minnow tissue,Marine fish,47,4804,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter,n/a
Family3_GokushovirinaeA_MH617270,Minnow tissue,Marine fish,42,4598,,,,,,,
Family3_GokushovirinaeA_MH617274,Minnow tissue,Marine fish,49,4611,Chlorobi,Bhlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium,n/a
Family3_GokushovirinaeA_MH617276,Minnow tissue,Marine fish,58,4256,,,,,,,
Family3_GokushovirinaeA_MH617278,Minnow tissue,Marine fish,45,4532,,,,,,,
Family3_GokushovirinaeA_MH617279,Minnow tissue,Marine fish,56,4529,,,,,,,
Family3_GokushovirinaeA_MH617287,Minnow tissue,Marine fish,61,4417,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister,n/a
Family3_GokushovirinaeA_MH617293,Minnow tissue,Marine fish,49,4770,,,,,,,
Family3_GokushovirinaeA_MH617296,Minnow tissue,Marine fish,56,4821,,,,,,,
Family3_GokushovirinaeA_MH617302,Minnow tissue,Marine fish,56,4408,,,,,,,
Family3_GokushovirinaeA_MH617303,Minnow tissue,Marine fish,57,4492,,,,,,,
Family3_GokushovirinaeA_MH617304,Minnow tissue,Marine fish,47,4911,,,,,,,
Family3_GokushovirinaeA_MH617305,Minnow tissue,Marine fish,59,4578,,,,,,,
Family3_GokushovirinaeA_MH617307,Minnow tissue,Marine fish,43,4569,,,,,,,
Family3_GokushovirinaeA_MH617308,Minnow tissue,Marine fish,58,4559,,,,,,,
Family3_GokushovirinaeA_MH617311,Minnow tissue,Marine fish,46,4852,,,,,,,
Family3_GokushovirinaeA_MH617312,Minnow tissue,Marine fish,60,4572,,,,,,,
Family3_GokushovirinaeA_MH617316,Minnow tissue,Marine fish,42,4686,,,,,,,
Family3_GokushovirinaeA_MH617331,Minnow tissue,Marine fish,50,4947,Chlorobi,Bhlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium,n/a
Family3_GokushovirinaeA_MH617334,Red snapper,Marine fish,41,4471,,,,,,,
Family3_GokushovirinaeA_MH617338,Minnow tissue,Marine fish,44,4697,,,,,,,
Family3_GokushovirinaeA_MH617342,Red snapper,Marine fish,42,4483,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium,n/a
Family3_GokushovirinaeA_MH617344,Minnow tissue,Marine fish,49,4325,,,,,,,
Family3_GokushovirinaeA_MH617349,Minnow tissue,Marine fish,55,4535,,,,,,,
Family3_GokushovirinaeA_MH617351,Minnow tissue,Marine fish,57,4607,,,,,,,
Family3_GokushovirinaeA_MH617359,Minnow tissue,Marine fish,48,4497,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617364,Minnow tissue,Marine fish,50,4628,,,,,,,
Family3_GokushovirinaeA_MH617367,Minnow tissue,Marine fish,45,4559,,,,,,,
Family3_GokushovirinaeA_MH617374,Minnow tissue,Marine fish,45,4399,,,,,,,
Family3_GokushovirinaeA_MH617377,Minnow tissue,Marine fish,46,4547,,,,,,,
Family3_GokushovirinaeA_MH617379,Minnow tissue,Marine fish,60,4308,,,,,,,
Family3_GokushovirinaeA_MH617389,Minnow tissue,Marine fish,47,4824,,,,,,,
Family3_GokushovirinaeA_MH617398,Red snapper,Marine fish,55,4239,,,,,,,
Family3_GokushovirinaeA_MH617402,Minnow tissue,Marine fish,54,4525,,,,,,,
Family3_GokushovirinaeA_MH617417,Red snapper,Marine fish,42,4542,,,,,,,
Family3_GokushovirinaeA_MH617418,Minnow tissue,Marine fish,46,4874,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus,n/a
Family3_GokushovirinaeA_MH617420,Minnow tissue,Marine fish,41,4806,,,,,,,
Family3_GokushovirinaeA_MH617421,Minnow tissue,Marine fish,57,4310,,,,,,,
Family3_GokushovirinaeA_MH617422,Minnow tissue,Marine fish,57,4624,,,,,,,
Family3_GokushovirinaeA_MH617424,Minnow tissue,Marine fish,47,4599,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella,n/a
Family3_GokushovirinaeA_MH617432,Minnow tissue,Marine fish,50,4364,,,,,,,
Family3_GokushovirinaeA_MH617433,Minnow tissue,Marine fish,47,4839,,,,,,,
Family3_GokushovirinaeA_MH617439,Minnow tissue,Marine fish,47,4446,,,,,,,
Family3_GokushovirinaeA_MH617440,Haddock tissue,Marine fish,55,4173,,,,,,,
Family3_GokushovirinaeA_MH617442,Minnow tissue,Marine fish,51,4709,,,,,,,
Family3_GokushovirinaeA_MH617443,Minnow tissue,Marine fish,64,4092,,,,,,,
Family3_GokushovirinaeA_MH617454,Minnow tissue,Marine fish,48,4699,,,,,,,
Family3_GokushovirinaeA_MH617459,Minnow tissue,Marine fish,48,4612,,,,,,,
Family3_GokushovirinaeA_MH617468,Minnow tissue,Marine fish,46,4773,,,,,,,
Family3_GokushovirinaeA_MH617473,Minnow tissue,Marine fish,48,4857,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella,n/a
Family3_GokushovirinaeA_MH617478,Minnow tissue,Marine fish,44,4529,,,,,,,
Family3_GokushovirinaeA_MH617487,Minnow tissue,Marine fish,48,4811,,,,,,,
Family3_GokushovirinaeA_MH617494,Minnow tissue,Marine fish,45,4612,,,,,,,
Family3_GokushovirinaeA_MH617498,Minnow tissue,Marine fish,48,4682,,,,,,,
Family3_GokushovirinaeA_MH617500,Minnow tissue,Marine fish,52,4905,,,,,,,
Family3_GokushovirinaeA_MH617503,Minnow tissue,Marine fish,49,4558,,,,,,,
Family3_GokushovirinaeA_MH617504,Minnow tissue,Marine fish,63,4602,,,,,,,
Family3_GokushovirinaeA_MH617505,Minnow tissue,Marine fish,47,4558,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella,n/a
Family3_GokushovirinaeA_MH617510,Minnow tissue,Marine fish,57,4395,,,,,,,
Family3_GokushovirinaeA_MH617513,Minnow tissue,Marine fish,45,4375,,,,,,,
Family3_GokushovirinaeA_MH617516,Minnow tissue,Marine fish,44,4635,,,,,,,
Family3_GokushovirinaeA_MH617519,Minnow tissue,Marine fish,37,4419,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella,n/a
Family3_GokushovirinaeA_MH617527,Minnow tissue,Marine fish,48,4888,,,,,,,
Family3_GokushovirinaeA_MH617531,Minnow tissue,Marine fish,55,4341,,,,,,,
Family3_GokushovirinaeA_MH617543,Minnow tissue,Marine fish,41,4483,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira,n/a
Family3_GokushovirinaeA_MH617546,Minnow tissue,Marine fish,44,4454,,,,,,,
Family3_GokushovirinaeA_MH617550,Minnow tissue,Marine fish,60,4327,,,,,,,
Family3_GokushovirinaeA_MH617555,Minnow tissue,Marine fish,42,4489,,,,,,,
Family3_GokushovirinaeA_MH617560,Minnow tissue,Marine fish,60,4412,,,,,,,
Family3_GokushovirinaeA_MH617561,Minnow tissue,Marine fish,46,4406,,,,,,,
Family3_GokushovirinaeA_MH617571,Minnow tissue,Marine fish,62,4873,,,,,,,
Family3_GokushovirinaeA_MH617576,Minnow tissue,Marine fish,53,4440,,,,,,,
Family3_GokushovirinaeA_MH617580,Minnow tissue,Marine fish,57,4244,,,,,,,
Family3_GokushovirinaeA_MH617588,Minnow tissue,Marine fish,42,4286,,,,,,,
Family3_GokushovirinaeA_MH617591,Minnow tissue,Marine fish,50,4281,,,,,,,
Family3_GokushovirinaeA_MH617597,Minnow tissue,Marine fish,48,4881,,,,,,,
Family3_GokushovirinaeA_MH617600,Minnow tissue,Marine fish,61,4451,,,,,,,
Family3_GokushovirinaeA_MH617601,Minnow tissue,Marine fish,44,4536,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617602,Minnow tissue,Marine fish,50,4404,,,,,,,
Family3_GokushovirinaeA_MH617606,Minnow tissue,Marine fish,43,4535,,,,,,,
Family3_GokushovirinaeA_MH617607,Minnow tissue,Marine fish,44,4502,,,,,,,
Family3_GokushovirinaeA_MH617608,Minnow tissue,Marine fish,51,4940,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecohloris,Prosthecochloris,n/a
Family3_GokushovirinaeA_MH617611,Minnow tissue,Marine fish,61,4568,,,,,,,
Family3_GokushovirinaeA_MH617613,Minnow tissue,Marine fish,43,4434,,,,,,,
Family3_GokushovirinaeA_MH617614,Minnow tissue,Marine fish,51,4810,,,,,,,
Family3_GokushovirinaeA_MH617623,Minnow tissue,Marine fish,52,4534,,,,,,,
Family3_GokushovirinaeA_MH617638,Minnow tissue,Marine fish,48,4532,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617641,Minnow tissue,Marine fish,60,4398,,,,,,,
Family3_GokushovirinaeA_MH617651,Red snapper,Marine fish,40,4642,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617652,Minnow tissue,Marine fish,47,4977,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,n/a
Family3_GokushovirinaeA_MH617656,Minnow tissue,Marine fish,58,4683,,,,,,,
Family3_GokushovirinaeA_MH617660,Minnow tissue,Marine fish,49,4602,,,,,,,
Family3_GokushovirinaeA_MH617662,Minnow tissue,Marine fish,44,4609,,,,,,,
Family3_GokushovirinaeA_MH617663,Mouse,Other mammal,43,4732,,,,,,,
Family3_GokushovirinaeA_MH617667,Minnow tissue,Marine fish,41,4435,,,,,,,
Family3_GokushovirinaeA_MH617668,Rainbow trout,Freshwater fish,39,4428,,,,,,,
Family3_GokushovirinaeA_MH617677,Minnow tissue,Marine fish,46,4776,,,,,,,
Family3_GokushovirinaeA_MH617685,Minnow tissue,Marine fish,46,4363,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_MH617697,Minnow tissue,Marine fish,57,4659,,,,,,,
Family3_GokushovirinaeA_MH617698,Minnow tissue,Marine fish,40,4877,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter,n/a
Family3_GokushovirinaeA_MH617699,Haddock tissue,Marine fish,46,4234,,,,,,,
Family3_GokushovirinaeA_MH617710,Minnow tissue,Marine fish,54,4811,,,,,,,
Family3_GokushovirinaeA_MH617712,Minnow tissue,Marine fish,44,4873,,,,,,,
Family3_GokushovirinaeA_MH617722,Minnow tissue,Marine fish,56,4386,,,,,,,
Family3_GokushovirinaeA_MH617723,Minnow tissue,Marine fish,46,4562,,,,,,,
Family3_GokushovirinaeA_MH617725,Minnow tissue,Marine fish,51,4470,,,,,,,
Family3_GokushovirinaeA_MH617728,Minnow tissue,Marine fish,51,4559,,,,,,,
Family3_GokushovirinaeA_MH617729,Minnow tissue,Marine fish,54,4690,,,,,,,
Family3_GokushovirinaeA_MH617731,Minnow tissue,Marine fish,46,4586,,,,,,,
Family3_GokushovirinaeA_MH617735,Minnow tissue,Marine fish,48,4481,,,,,,,
Family3_GokushovirinaeA_MH617740,Minnow tissue,Marine fish,55,4551,,,,,,,
Family3_GokushovirinaeA_MH617745,Minnow tissue,Marine fish,50,4318,,,,,,,
Family3_GokushovirinaeA_MH617754,Minnow tissue,Marine fish,56,4445,,,,,,,
Family3_GokushovirinaeA_MH617755,Minnow tissue,Marine fish,52,4674,,,,,,,
Family3_GokushovirinaeA_MH617756,Minnow tissue,Marine fish,53,4415,,,,,,,
Family3_GokushovirinaeA_MH617757,Minnow tissue,Marine fish,48,4567,,,,,,,
Family3_GokushovirinaeA_MH617758,Minnow tissue,Marine fish,40,4770,,,,,,,
Family3_GokushovirinaeA_MH617759,Red snapper,Marine fish,51,4198,,,,,,,
Family3_GokushovirinaeA_MH617760,Minnow tissue,Marine fish,42,4577,,,,,,,
Family3_GokushovirinaeA_MH617765,Minnow tissue,Marine fish,46,4869,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus,n/a
Family3_GokushovirinaeA_MH622905,Minnow tissue,Marine fish,55,4700,,,,,,,
Family3_GokushovirinaeA_MH622906,Minnow tissue,Marine fish,61,4450,,,,,,,
Family3_GokushovirinaeA_MH622907,Minnow tissue,Marine fish,54,4653,,,,,,,
Family3_GokushovirinaeA_MH622913,Minnow tissue,Marine fish,50,5048,,,,,,,
Family3_GokushovirinaeA_MH622916,Minnow tissue,Marine fish,54,4387,,,,,,,
Family3_GokushovirinaeA_MH622922,Minnow tissue,Marine fish,61,4490,,,,,,,
Family3_GokushovirinaeA_MH622928,Minnow tissue,Marine fish,49,4815,,,,,,,
Family3_GokushovirinaeA_MH622929,Minnow tissue,Marine fish,53,4525,,,,,,,
Family3_GokushovirinaeA_MH622930,Minnow tissue,Marine fish,52,4408,,,,,,,
Family3_GokushovirinaeA_MH622931,Minnow tissue,Marine fish,36,4497,,,,,,,
Family3_GokushovirinaeA_MH622933,Minnow tissue,Marine fish,52,4813,,,,,,,
Family3_GokushovirinaeA_MH622934,Minnow tissue,Marine fish,51,4822,,,,,,,
Family3_GokushovirinaeA_MH622935,Red snapper,Marine fish,54,4233,,,,,,,
Family3_GokushovirinaeA_MH622936,Minnow tissue,Marine fish,45,4374,,,,,,,
Family3_GokushovirinaeA_MH622941,Minnow tissue,Marine fish,49,4455,,,,,,,
Family3_GokushovirinaeA_MH648903,Red snapper,Marine fish,43,4294,,,,,,,
Family3_GokushovirinaeA_MH648905,Red snapper,Marine fish,41,4151,,,,,,,
Family3_GokushovirinaeA_MH648945,Red snapper,Marine fish,40,4146,,,,,,,
Family3_GokushovirinaeA_MH648953,Red snapper,Marine fish,39,4323,,,,,,,
Family3_GokushovirinaeA_MH648961,Sea bass,Marine fish,41,4446,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella,n/a
Family3_GokushovirinaeA_MH648988,Sea bass,Marine fish,41,4463,Proteobacteria,Gammaproteobacteria,Oceanospirllales,Alcanivoracaceae,Alcanivorax,Alcanivorax,n/a
Family3_GokushovirinaeA_MH649001,Red snapper,Marine fish,41,4232,,,,,,,
Family3_GokushovirinaeA_MH649020,Red snapper,Marine fish,38,4307,,,,,,,
Family3_GokushovirinaeA_MH649032,Red snapper,Marine fish,41,4299,,,,,,,
Family3_GokushovirinaeA_MH649073,Sea bass,Marine fish,43,4437,,,,,,,
Family3_GokushovirinaeA_MH649086,Red snapper,Marine fish,36,4098,,,,,,,
Family3_GokushovirinaeA_MH649164,Red snapper,Marine fish,41,4165,,,,,,,
Family3_GokushovirinaeA_MH649173,Red snapper,Marine fish,41,4291,,,,,,,
Family3_GokushovirinaeA_MH649265,Sea bass,Marine fish,44,4155,,,,,,,
Family3_GokushovirinaeA_MH931003,Coptotermes formosus,Insect,47,4898,,,,,,,
Family3_GokushovirinaeA_MH992155,Bee,Insect,44,4557,,,,,,,
Family3_GokushovirinaeA_MH992156,Bee,Insect,53,4469,,,,,,,
Family3_GokushovirinaeA_MH992157,Bee,Insect,52,4770,,,,,,,
Family3_GokushovirinaeA_MH992158,Bee,Insect,45,4691,,,,,,,
Family3_GokushovirinaeA_MH992159,Bee,Insect,65,4661,,,,,,,
Family3_GokushovirinaeA_MH992160,Bee,Insect,46,4600,,,,,,,
Family3_GokushovirinaeA_MH992161,Bee,Insect,49,4584,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio,n/a
Family3_GokushovirinaeA_MH992162,Bee,Insect,50,4529,,,,,,,
Family3_GokushovirinaeA_MH992165,Bee,Insect,50,4703,,,,,,,
Family3_GokushovirinaeA_MH992169,Bee,Insect,41,4410,,,,,,,
Family3_GokushovirinaeA_MH992170,Bee,Insect,53,4345,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella,n/a
Family3_GokushovirinaeA_MH992172,Bee,Insect,50,4529,,,,,,,
Family3_GokushovirinaeA_MH992174,Bee,Insect,52,4770,,,,,,,
Family3_GokushovirinaeA_MH992175,Bee,Insect,65,4661,,,,,,,
Family3_GokushovirinaeA_MH992176,Bee,Insect,45,4633,,,,,,,
Family3_GokushovirinaeA_MH992177,Bee,Insect,46,4600,,,,,,,
Family3_GokushovirinaeA_MH992178,Bee,Insect,42,4587,,,,,,,
Family3_GokushovirinaeA_MH992179,Bee,Insect,50,4529,,,,,,,
